home_shots_pg,away_shots_pg,shot_ratio,home_xg,away_xg,xg_diff,combined_volatility,home_form_xg,away_form_xg,home_conversion,away_conversion,elo_diff,bf_over_2_5_implied,is_elite_match,match_id,label_1x2,label_over_2_5,label_btts,home_goals,away_goals
14.0,14.0,1.0,2.625,1.5750000000000002,-0.42000000000000015,1.0,1.47,1.47,0.1,0.1,60.0,0.5,0.0,54,draw,0,0,0,0
4.0,4.0,1.0,0.525,0.0,-2.9400000000000004,1.0,0.42000000000000004,0.42000000000000004,0.1,0.1,100.0,0.5,0.0,55,away,1,1,2,3
20.0,16.0,1.25,2.625,0.525,0.6300000000000001,1.0,2.1,1.6800000000000002,0.1,0.1,100.0,0.5,0.0,56,home,1,1,2,1
4.0,14.0,0.2857142857142857,0.525,1.5750000000000002,-1.4700000000000002,1.0,0.42000000000000004,1.47,0.1,0.1,0.0,0.5,0.0,57,home,0,0,1,0
8.0,38.0,0.21052631578947367,1.05,2.625,-0.20999999999999996,1.0,0.8400000000000001,3.9899999999999998,0.1,0.1,-380.0,0.5,1.0,58,draw,0,1,1,1
12.0,12.0,1.0,0.525,1.5750000000000002,-1.0500000000000005,1.0,1.26,1.26,0.1,0.1,160.0,0.5,0.0,59,home,1,1,5,2
10.0,26.0,0.38461538461538464,1.5750000000000002,2.625,0.20999999999999996,1.0,1.05,2.7300000000000004,0.1,0.1,-220.0,0.5,1.0,60,home,1,1,3,1
8.0,14.0,0.5714285714285714,1.05,1.5750000000000002,-1.05,1.0,0.8400000000000001,1.47,0.1,0.1,-60.0,0.5,0.0,61,home,0,0,1,0
4.0,16.0,0.25,0.525,0.525,-1.0499999999999998,1.0,0.42000000000000004,1.6800000000000002,0.1,0.1,-200.0,0.5,0.0,62,away,1,1,2,3
4.0,38.0,0.10526315789473684,0.525,2.625,-0.63,1.0,0.42000000000000004,3.9899999999999998,0.1,0.1,-320.0,0.5,1.0,63,away,1,0,0,3
14.0,4.0,3.5,2.625,0.0,-1.8900000000000003,1.0,1.47,0.42000000000000004,0.1,0.1,300.0,0.5,0.0,64,draw,0,1,1,1
20.0,12.0,1.6666666666666667,2.625,1.5750000000000002,-0.2100000000000004,1.0,2.1,1.26,0.1,0.1,220.0,0.5,0.0,65,home,1,1,6,2
20.0,26.0,0.7692307692307693,2.625,2.625,1.26,1.0,2.1,2.7300000000000004,0.1,0.1,-120.0,0.5,1.0,66,away,1,0,0,3
8.0,4.0,2.0,0.525,0.525,-0.41999999999999993,1.0,0.8400000000000001,0.42000000000000004,0.1,0.1,40.0,0.5,0.0,67,home,0,0,1,0
26.0,20.0,1.3,2.8,1.7500000000000002,1.8900000000000003,1.0,2.7300000000000004,2.1,0.1,0.1,60.0,0.5,1.0,68,home,1,1,3,1
4.0,20.0,0.2,0.7,1.7500000000000002,-1.0499999999999998,1.0,0.42000000000000004,2.1,0.1,0.1,-340.0,0.5,0.0,69,draw,0,0,0,0
14.0,12.0,1.1666666666666667,1.4,0.7,-0.2100000000000002,1.0,1.47,1.26,0.1,0.1,0.0,0.5,1.0,70,away,1,1,1,2
16.0,14.0,1.1428571428571428,2.45,0.7,0.42000000000000015,1.0,1.6800000000000002,1.47,0.1,0.1,0.0,0.5,0.0,71,away,1,1,1,4
30.0,12.0,2.5,4.2,1.7500000000000002,2.5200000000000005,1.0,3.1500000000000004,1.26,0.1,0.1,120.0,0.5,1.0,72,draw,1,1,3,3
14.0,8.0,1.75,1.4,1.05,0.20999999999999996,1.0,1.47,0.8400000000000001,0.1,0.1,0.0,0.5,0.0,73,away,1,1,1,2
4.0,4.0,1.0,0.35,0.35,-0.42000000000000004,1.0,0.42000000000000004,0.42000000000000004,0.1,0.1,-40.0,0.5,0.0,74,home,0,0,2,0
38.0,10.0,3.8,4.9,0.7,2.5199999999999996,1.0,3.9899999999999998,1.05,0.1,0.1,320.0,0.5,1.0,75,home,1,1,6,3
16.0,8.0,2.0,2.1,0.7,-0.20999999999999996,1.0,1.6800000000000002,0.8400000000000001,0.1,0.1,160.0,0.5,0.0,76,draw,0,0,0,0
12.0,4.0,3.0,1.05,0.35,-1.0500000000000005,1.0,1.26,0.42000000000000004,0.1,0.1,80.0,0.5,0.0,77,home,1,0,4,0
4.0,12.0,0.3333333333333333,0.7,1.5750000000000002,-1.8900000000000006,1.0,0.42000000000000004,1.26,0.1,0.1,-180.0,0.5,0.0,78,home,1,1,2,1
12.0,4.0,3.0,2.1,0.35,0.41999999999999993,1.0,1.26,0.42000000000000004,0.1,0.1,0.0,0.5,1.0,79,home,1,0,3,0
38.0,14.0,2.7142857142857144,4.9,1.5750000000000002,2.0999999999999996,1.0,3.9899999999999998,1.47,0.1,0.1,320.0,0.5,1.0,80,home,1,0,4,0
14.0,20.0,0.7,2.625,1.7500000000000002,0.0,1.0,1.47,2.1,0.1,0.1,-40.0,0.5,0.0,81,home,1,1,5,1
12.0,20.0,0.6,0.525,1.7500000000000002,0.41999999999999993,1.0,1.26,2.1,0.1,0.1,-60.0,0.5,0.0,82,away,0,0,0,1
14.0,16.0,0.875,1.4,1.05,0.41999999999999993,1.0,1.47,1.6800000000000002,0.1,0.1,-100.0,0.5,0.0,83,home,1,1,2,1
4.0,16.0,0.25,0.35,0.525,-1.0499999999999998,1.0,0.42000000000000004,1.6800000000000002,0.1,0.1,-100.0,0.5,0.0,84,home,1,1,3,1
26.0,30.0,0.8666666666666667,2.8,1.5750000000000002,1.4700000000000004,1.0,2.7300000000000004,3.1500000000000004,0.1,0.1,0.0,0.5,1.0,85,home,1,1,3,2
8.0,10.0,0.8,0.525,0.7,-0.6299999999999999,1.0,0.8400000000000001,1.05,0.1,0.1,0.0,0.5,0.0,86,away,1,1,1,2
4.0,8.0,0.5,0.525,0.7,-1.4700000000000002,1.0,0.42000000000000004,0.8400000000000001,0.1,0.1,-80.0,0.5,0.0,87,draw,0,1,1,1
18.0,12.0,1.5,2.52,1.7500000000000002,1.2600000000000002,1.0,1.8900000000000001,1.26,0.1,0.1,-50.0,0.5,0.0,88,home,0,0,2,0
15.0,14.0,1.0714285714285714,1.47,1.5750000000000002,-0.31499999999999995,1.0,1.5750000000000002,1.47,0.1,0.1,-50.0,0.5,0.0,89,draw,0,0,0,0
16.0,10.0,1.6,2.1,1.26,-0.6300000000000003,1.0,1.6800000000000002,1.05,0.1,0.1,80.0,0.5,0.0,90,draw,1,1,2,2
4.0,7.0,0.5714285714285714,0.63,0.21000000000000002,-1.995,1.0,0.42000000000000004,0.735,0.1,0.1,80.0,0.5,0.0,91,home,0,0,1,0
22.0,8.0,2.75,3.1500000000000004,1.05,1.1550000000000002,1.0,2.3100000000000005,0.8400000000000001,0.1,0.1,150.0,0.5,0.0,92,home,0,0,2,0
7.0,12.0,0.5833333333333334,0.8400000000000001,0.7,-0.9450000000000002,1.0,0.735,1.26,0.1,0.1,-20.0,0.5,1.0,93,away,0,0,0,2
16.0,24.0,0.6666666666666666,2.1,2.1,0.6300000000000001,1.0,1.6800000000000002,2.52,0.1,0.1,-80.0,0.5,1.0,94,away,0,0,0,1
10.0,17.0,0.5882352941176471,1.5750000000000002,1.26,0.10499999999999998,1.0,1.05,1.785,0.1,0.1,-120.0,0.5,0.0,95,draw,0,0,0,0
9.0,9.0,1.0,1.26,0.63,-0.2100000000000002,1.0,0.9450000000000001,0.9450000000000001,0.1,0.1,-70.0,0.5,0.0,96,draw,0,1,1,1
30.0,33.0,0.9090909090909091,4.2,1.8900000000000001,2.1000000000000005,1.0,3.1500000000000004,3.465,0.1,0.1,-50.0,0.5,1.0,97,home,0,0,1,0
14.0,7.0,2.0,1.26,0.21000000000000002,-0.9450000000000001,1.0,1.47,0.735,0.1,0.1,190.0,0.5,0.0,98,draw,0,0,0,0
12.0,4.0,3.0,1.5750000000000002,0.21000000000000002,0.0,1.0,1.26,0.42000000000000004,0.1,0.1,70.0,0.5,0.0,99,home,1,1,2,1
10.0,9.0,1.1111111111111112,0.8400000000000001,0.63,-0.8400000000000001,1.0,1.05,0.9450000000000001,0.1,0.1,-30.0,0.5,0.0,100,away,0,0,0,1
18.0,15.0,1.2,2.52,1.05,0.8400000000000001,1.0,1.8900000000000001,1.5750000000000002,0.1,0.1,-40.0,0.5,1.0,101,draw,0,0,0,0
22.0,9.0,2.4444444444444446,2.975,0.63,1.1550000000000002,1.0,2.3100000000000005,0.9450000000000001,0.1,0.1,120.0,0.5,1.0,102,home,0,0,1,0
17.0,8.0,2.125,2.3100000000000005,1.05,0.6299999999999997,1.0,1.785,0.8400000000000001,0.1,0.1,110.0,0.5,0.0,103,home,0,0,1,0
15.0,22.0,0.6818181818181818,1.6800000000000002,1.47,0.5250000000000001,1.0,1.5750000000000002,2.3100000000000005,0.1,0.1,-120.0,0.5,0.0,104,home,0,0,2,0
16.0,7.0,2.2857142857142856,2.1,0.63,0.31499999999999995,1.0,1.6800000000000002,0.735,0.1,0.1,20.0,0.5,0.0,105,home,1,0,3,0
15.0,11.0,1.3636363636363635,1.47,1.05,0.0,1.0,1.5750000000000002,1.1550000000000002,0.1,0.1,-50.0,0.5,0.0,106,home,0,0,2,0
7.0,22.0,0.3181818181818182,1.26,1.3125,-0.525,1.0,0.735,2.3100000000000005,0.1,0.1,-260.0,0.5,1.0,107,home,0,0,1,0
8.0,12.0,0.6666666666666666,0.63,0.7875000000000001,-0.5250000000000001,1.0,0.8400000000000001,1.26,0.1,0.1,-20.0,0.5,0.0,108,home,1,0,3,0
33.0,14.0,2.357142857142857,5.04,1.6800000000000002,2.3099999999999996,1.0,3.465,1.47,0.1,0.1,200.0,0.5,1.0,109,home,1,1,3,1
15.0,15.0,1.0,2.3625000000000003,1.47,0.0,1.0,1.5750000000000002,1.5750000000000002,0.1,0.1,50.0,0.5,1.0,110,draw,0,1,1,1
7.0,18.0,0.3888888888888889,0.8400000000000001,1.26,-1.0499999999999998,1.0,0.735,1.8900000000000001,0.1,0.1,-70.0,0.5,0.0,111,home,1,0,4,0
11.0,16.0,0.6875,1.26,1.26,-0.9449999999999998,1.0,1.1550000000000002,1.6800000000000002,0.1,0.1,0.0,0.5,0.0,112,away,1,1,2,3
9.0,24.0,0.375,1.26,2.1,-0.10499999999999998,1.0,0.9450000000000001,2.52,0.1,0.1,-230.0,0.5,1.0,113,draw,0,1,1,1
4.0,15.0,0.26666666666666666,0.63,1.6800000000000002,-2.1,1.0,0.42000000000000004,1.5750000000000002,0.1,0.1,10.0,0.5,0.0,114,away,1,0,0,4
22.0,17.0,1.2941176470588236,3.1500000000000004,1.26,1.3650000000000004,1.0,2.3100000000000005,1.785,0.1,0.1,40.0,0.5,0.0,115,away,1,1,1,2
9.0,10.0,0.9,1.26,1.26,-1.3650000000000004,1.0,0.9450000000000001,1.05,0.1,0.1,100.0,0.5,0.0,116,home,0,0,2,0
15.0,33.0,0.45454545454545453,1.47,1.8900000000000001,0.5250000000000001,1.0,1.5750000000000002,3.465,0.1,0.1,-320.0,0.5,1.0,117,away,0,0,0,1
10.0,22.0,0.45454545454545453,0.8400000000000001,1.47,0.0,1.0,1.05,2.3100000000000005,0.1,0.1,-240.0,0.5,0.0,118,away,1,1,2,3
18.0,4.0,4.5,2.52,0.21000000000000002,0.6300000000000001,1.0,1.8900000000000001,0.42000000000000004,0.1,0.1,90.0,0.5,0.0,119,draw,0,1,1,1
14.0,15.0,0.9333333333333333,1.26,1.05,0.41999999999999993,1.0,1.47,1.5750000000000002,0.1,0.1,-20.0,0.5,1.0,120,home,1,1,4,1
12.0,9.0,1.3333333333333333,1.5750000000000002,0.63,-0.6300000000000001,1.0,1.26,0.9450000000000001,0.1,0.1,80.0,0.5,0.0,121,home,0,0,1,0
17.0,7.0,2.4285714285714284,2.3100000000000005,0.63,0.4199999999999997,1.0,1.785,0.735,0.1,0.1,140.0,0.5,0.0,122,home,1,0,4,0
16.0,8.0,2.0,2.1,1.05,0.5249999999999999,1.0,1.6800000000000002,0.8400000000000001,0.1,0.1,-10.0,0.5,0.0,123,draw,0,0,0,0
22.0,11.0,2.0,2.975,1.05,0.7350000000000003,1.0,2.3100000000000005,1.1550000000000002,0.1,0.1,140.0,0.5,1.0,124,away,1,1,1,2
24.0,7.0,3.4285714285714284,2.94,0.21000000000000002,0.10499999999999998,1.0,2.52,0.735,0.1,0.1,300.0,0.5,1.0,125,home,1,0,5,0
15.0,9.0,1.6666666666666667,1.6800000000000002,0.63,0.41999999999999993,1.0,1.5750000000000002,0.9450000000000001,0.1,0.1,20.0,0.5,0.0,126,home,0,0,1,0
11.0,10.0,1.1,1.26,1.26,-1.1550000000000002,1.0,1.1550000000000002,1.05,0.1,0.1,80.0,0.5,0.0,127,home,1,1,4,3
33.0,16.0,2.0625,5.04,1.26,1.3649999999999998,1.0,3.465,1.6800000000000002,0.1,0.1,270.0,0.5,1.0,128,home,1,1,2,1
7.0,18.0,0.3888888888888889,1.26,1.26,-1.0499999999999998,1.0,0.735,1.8900000000000001,0.1,0.1,-170.0,0.5,0.0,129,draw,1,1,2,2
4.0,14.0,0.2857142857142857,0.63,1.6800000000000002,-0.7350000000000002,1.0,0.42000000000000004,1.47,0.1,0.1,-110.0,0.5,0.0,130,away,1,1,2,3
8.0,15.0,0.5333333333333333,0.63,1.6800000000000002,-1.68,1.0,0.8400000000000001,1.5750000000000002,0.1,0.1,60.0,0.5,0.0,131,away,0,0,0,2
15.0,24.0,0.625,2.3625000000000003,2.1,0.5250000000000001,1.0,1.5750000000000002,2.52,0.1,0.1,-90.0,0.5,1.0,132,away,0,0,0,1
7.0,15.0,0.4666666666666667,0.8400000000000001,1.47,-0.8400000000000002,1.0,0.735,1.5750000000000002,0.1,0.1,-60.0,0.5,0.0,133,home,1,1,3,1
9.0,17.0,0.5294117647058824,1.26,1.26,0.0,1.0,0.9450000000000001,1.785,0.1,0.1,-170.0,0.5,0.0,134,away,1,1,1,4
9.0,12.0,0.75,1.26,0.7875000000000001,-0.42000000000000015,1.0,0.9450000000000001,1.26,0.1,0.1,-10.0,0.5,0.0,135,away,1,1,1,2
22.0,22.0,1.0,3.1500000000000004,1.3125,1.0500000000000005,1.0,2.3100000000000005,2.3100000000000005,0.1,0.1,20.0,0.5,1.0,136,away,1,1,1,2
33.0,13.0,2.5384615384615383,5.04,1.05,1.5749999999999997,1.0,3.465,1.3650000000000002,0.1,0.1,280.0,0.5,1.0,137,away,1,1,1,2
16.0,7.0,2.2857142857142856,1.47,0.42000000000000004,0.5249999999999999,1.0,1.6800000000000002,0.735,0.1,0.1,40.0,0.5,0.0,138,home,1,0,3,0
22.0,6.0,3.6666666666666665,2.975,0.35,0.4200000000000004,1.0,2.3100000000000005,0.63,0.1,0.1,220.0,0.5,1.0,139,home,1,1,3,1
9.0,12.0,0.75,1.5750000000000002,0.7875000000000001,-0.42000000000000015,1.0,0.9450000000000001,1.26,0.1,0.1,-90.0,0.5,0.0,140,home,0,0,1,0
21.0,11.0,1.9090909090909092,2.8,1.05,0.6299999999999999,1.0,2.205,1.1550000000000002,0.1,0.1,80.0,0.5,0.0,141,home,1,1,4,3
10.0,19.0,0.5263157894736842,1.6800000000000002,2.275,-0.41999999999999993,1.0,1.05,1.9949999999999999,0.1,0.1,-60.0,0.5,0.0,142,away,0,0,0,2
22.0,15.0,1.4666666666666666,2.1,1.05,1.2600000000000005,1.0,2.3100000000000005,1.5750000000000002,0.1,0.1,120.0,0.5,1.0,143,home,0,0,1,0
6.0,24.0,0.25,0.7,2.1,-0.42000000000000004,1.0,0.63,2.52,0.1,0.1,-280.0,0.5,1.0,144,away,0,0,0,2
14.0,12.0,1.1666666666666667,1.26,0.63,0.10499999999999976,1.0,1.47,1.26,0.1,0.1,40.0,0.5,0.0,145,away,1,1,1,2
16.0,15.0,1.0666666666666667,1.47,1.47,0.10499999999999998,1.0,1.6800000000000002,1.5750000000000002,0.1,0.1,-30.0,0.5,0.0,146,away,1,1,1,2
13.0,21.0,0.6190476190476191,1.6800000000000002,1.3125,-0.4199999999999997,1.0,1.3650000000000002,2.205,0.1,0.1,-90.0,0.5,0.0,147,draw,1,1,2,2
8.0,16.0,0.5,1.26,1.8900000000000001,-1.1549999999999998,1.0,0.8400000000000001,1.6800000000000002,0.1,0.1,-10.0,0.5,0.0,148,away,1,0,0,3
7.0,6.0,1.1666666666666667,1.05,0.525,-1.3650000000000002,1.0,0.735,0.63,0.1,0.1,100.0,0.5,0.0,149,away,1,1,1,2
19.0,22.0,0.8636363636363636,1.5750000000000002,2.625,1.4699999999999998,1.0,1.9949999999999999,2.3100000000000005,0.1,0.1,-120.0,0.5,0.0,150,away,1,0,0,3
6.0,20.0,0.3,1.05,2.1,-1.1549999999999998,1.0,0.63,2.1,0.1,0.1,-150.0,0.5,0.0,151,away,1,1,1,3
12.0,16.0,0.75,1.8900000000000001,1.47,0.0,1.0,1.26,1.6800000000000002,0.1,0.1,-50.0,0.5,1.0,152,away,1,1,1,3
23.0,10.0,2.3,3.6750000000000003,0.42000000000000004,1.2599999999999998,1.0,2.415,1.05,0.1,0.1,160.0,0.5,1.0,153,home,1,1,3,1
13.0,16.0,0.8125,1.6800000000000002,1.8900000000000001,-0.31499999999999995,1.0,1.3650000000000002,1.6800000000000002,0.1,0.1,40.0,0.5,1.0,154,home,0,0,2,0
18.0,9.0,2.0,1.8900000000000001,0.0,-0.10499999999999976,1.0,1.8900000000000001,0.9450000000000001,0.1,0.1,150.0,0.5,0.0,155,home,1,0,3,0
15.0,24.0,0.625,1.47,1.6800000000000002,0.5250000000000001,1.0,1.5750000000000002,2.52,0.1,0.1,-230.0,0.5,1.0,156,away,1,1,1,3
10.0,13.0,0.7692307692307693,1.6800000000000002,1.05,-0.8400000000000001,1.0,1.05,1.3650000000000002,0.1,0.1,40.0,0.5,0.0,157,away,0,0,0,2
16.0,19.0,0.8421052631578947,1.8900000000000001,2.275,0.2100000000000002,1.0,1.6800000000000002,1.9949999999999999,0.1,0.1,-10.0,0.5,1.0,158,home,1,1,2,1
6.0,18.0,0.3333333333333333,0.7,1.8900000000000001,-0.7350000000000002,1.0,0.63,1.8900000000000001,0.1,0.1,-190.0,0.5,0.0,159,away,0,0,0,1
16.0,8.0,2.0,1.47,0.42000000000000004,0.42000000000000015,1.0,1.6800000000000002,0.8400000000000001,0.1,0.1,40.0,0.5,0.0,160,away,0,0,0,2
16.0,6.0,2.6666666666666665,1.47,0.35,-0.20999999999999996,1.0,1.6800000000000002,0.63,0.1,0.1,90.0,0.5,0.0,161,home,1,1,2,1
24.0,7.0,3.4285714285714284,3.3600000000000003,0.42000000000000004,1.3649999999999998,1.0,2.52,0.735,0.1,0.1,180.0,0.5,1.0,162,draw,0,1,1,1
22.0,15.0,1.4666666666666666,2.1,1.6800000000000002,-0.20999999999999952,1.0,2.3100000000000005,1.5750000000000002,0.1,0.1,260.0,0.5,0.0,163,draw,0,0,0,0
20.0,23.0,0.8695652173913043,2.1,1.5750000000000002,1.26,1.0,2.1,2.415,0.1,0.1,-120.0,0.5,1.0,164,away,1,1,2,4
21.0,12.0,1.75,2.8,0.63,0.8399999999999999,1.0,2.205,1.26,0.1,0.1,50.0,0.5,0.0,165,away,0,0,0,2
9.0,13.0,0.6923076923076923,1.5750000000000002,1.05,0.0,1.0,0.9450000000000001,1.3650000000000002,0.1,0.1,-140.0,0.5,1.0,166,draw,0,1,1,1
13.0,16.0,0.8125,1.6800000000000002,1.47,0.1050000000000002,1.0,1.3650000000000002,1.6800000000000002,0.1,0.1,-90.0,0.5,1.0,167,home,1,1,3,1
23.0,22.0,1.0454545454545454,3.6750000000000003,2.625,1.8900000000000001,1.0,2.415,2.3100000000000005,0.1,0.1,-20.0,0.5,1.0,168,draw,0,0,0,0
7.0,20.0,0.35,1.05,2.1,-1.0499999999999998,1.0,0.735,2.1,0.1,0.1,-70.0,0.5,0.0,169,away,1,1,1,4
19.0,16.0,1.1875,1.5750000000000002,1.8900000000000001,0.0,1.0,1.9949999999999999,1.6800000000000002,0.1,0.1,80.0,0.5,0.0,170,away,0,0,0,1
18.0,16.0,1.125,1.8900000000000001,1.8900000000000001,0.20999999999999996,1.0,1.8900000000000001,1.6800000000000002,0.1,0.1,50.0,0.5,0.0,171,home,1,0,3,0
6.0,9.0,0.6666666666666666,1.05,0.0,-1.3649999999999998,1.0,0.63,0.9450000000000001,0.1,0.1,-20.0,0.5,0.0,172,away,0,0,0,1
15.0,10.0,1.5,1.47,0.42000000000000004,0.41999999999999993,1.0,1.5750000000000002,1.05,0.1,0.1,-80.0,0.5,0.0,173,draw,1,1,2,2
12.0,6.0,2.0,1.8900000000000001,0.525,-0.8400000000000001,1.0,1.26,0.63,0.1,0.1,130.0,0.5,0.0,174,draw,0,1,1,1
8.0,21.0,0.38095238095238093,1.26,1.3125,-0.9449999999999998,1.0,0.8400000000000001,2.205,0.1,0.1,-80.0,0.5,0.0,175,away,1,0,0,4
13.0,24.0,0.5416666666666666,1.6800000000000002,1.6800000000000002,0.31500000000000017,1.0,1.3650000000000002,2.52,0.1,0.1,-100.0,0.5,1.0,176,away,0,0,0,1
16.0,13.0,1.2307692307692308,1.47,1.05,0.7350000000000001,1.0,1.6800000000000002,1.3650000000000002,0.1,0.1,-70.0,0.5,1.0,177,home,1,1,2,1
12.0,15.0,0.8,1.8900000000000001,1.6800000000000002,-1.26,1.0,1.26,1.5750000000000002,0.1,0.1,80.0,0.5,0.0,178,home,1,1,2,1
18.0,24.0,0.75,1.8900000000000001,1.6800000000000002,0.8400000000000001,1.0,1.8900000000000001,2.52,0.1,0.1,-90.0,0.5,1.0,179,home,1,1,2,1
20.0,16.0,1.25,2.1,1.47,0.8400000000000001,1.0,2.1,1.6800000000000002,0.1,0.1,-10.0,0.5,1.0,180,home,1,0,3,0
7.0,6.0,1.1666666666666667,1.05,0.35,-1.1550000000000002,1.0,0.735,0.63,0.1,0.1,80.0,0.5,0.0,181,away,1,1,1,2
9.0,19.0,0.47368421052631576,1.5750000000000002,2.275,-0.5249999999999999,1.0,0.9450000000000001,1.9949999999999999,0.1,0.1,-150.0,0.5,0.0,182,home,0,0,2,0
6.0,10.0,0.6,0.7,0.42000000000000004,-0.5250000000000002,1.0,0.63,1.05,0.1,0.1,-130.0,0.5,0.0,183,home,0,0,1,0
13.0,16.0,0.8125,1.6800000000000002,1.8900000000000001,-0.31499999999999995,1.0,1.3650000000000002,1.6800000000000002,0.1,0.1,-50.0,0.5,0.0,184,home,0,0,2,0
13.0,8.0,1.625,1.6800000000000002,0.42000000000000004,0.1050000000000002,1.0,1.3650000000000002,0.8400000000000001,0.1,0.1,80.0,0.5,1.0,185,home,0,0,1,0
22.0,16.0,1.375,2.1,1.6800000000000002,1.3650000000000004,1.0,2.3100000000000005,1.6800000000000002,0.1,0.1,100.0,0.5,0.0,186,home,0,0,1,0
21.0,23.0,0.9130434782608695,2.8,1.5750000000000002,1.365,1.0,2.205,2.415,0.1,0.1,-110.0,0.5,1.0,187,away,0,0,0,2
8.0,18.0,0.4444444444444444,1.26,1.8900000000000001,-0.5250000000000001,1.0,0.8400000000000001,1.8900000000000001,0.1,0.1,-90.0,0.5,0.0,188,draw,0,1,1,1
24.0,17.0,1.411764705882353,3.3600000000000003,2.3100000000000005,0.31499999999999995,1.0,2.52,1.785,0.1,0.1,180.0,0.5,1.0,189,home,1,1,4,2
16.0,7.0,2.2857142857142856,1.8900000000000001,0.63,0.5249999999999999,1.0,1.6800000000000002,0.735,0.1,0.1,80.0,0.5,1.0,190,draw,0,0,0,0
9.0,9.0,1.0,1.26,0.42000000000000004,-0.31499999999999995,1.0,0.9450000000000001,0.9450000000000001,0.1,0.1,-80.0,0.5,0.0,191,draw,0,1,1,1
13.0,20.0,0.65,0.8400000000000001,2.1,-0.4199999999999997,1.0,1.3650000000000002,2.1,0.1,0.1,-10.0,0.5,0.0,192,draw,1,1,2,2
8.0,16.0,0.5,0.63,1.05,-0.6299999999999999,1.0,0.8400000000000001,1.6800000000000002,0.1,0.1,-110.0,0.5,0.0,193,away,0,0,0,1
8.0,7.0,1.1428571428571428,1.05,0.21000000000000002,-0.9449999999999998,1.0,0.8400000000000001,0.735,0.1,0.1,40.0,0.5,0.0,194,home,0,0,2,0
6.0,16.0,0.375,0.42000000000000004,1.8900000000000001,0.42,1.0,0.63,1.6800000000000002,0.1,0.1,-220.0,0.5,0.0,195,draw,0,0,0,0
15.0,14.0,1.0714285714285714,1.47,1.26,0.41999999999999993,1.0,1.5750000000000002,1.47,0.1,0.1,-120.0,0.5,0.0,196,draw,0,0,0,0
20.0,8.0,2.5,2.45,1.05,0.20999999999999996,1.0,2.1,0.8400000000000001,0.1,0.1,200.0,0.5,1.0,197,home,1,0,3,0
23.0,17.0,1.3529411764705883,3.6750000000000003,1.4,1.365,1.0,2.415,1.785,0.1,0.1,80.0,0.5,1.0,198,home,1,1,3,2
16.0,17.0,0.9411764705882353,1.6800000000000002,2.3100000000000005,-0.5249999999999999,1.0,1.6800000000000002,1.785,0.1,0.1,110.0,0.5,0.0,199,away,0,0,0,1
7.0,16.0,0.4375,0.8400000000000001,1.6800000000000002,-0.21000000000000008,1.0,0.735,1.6800000000000002,0.1,0.1,-110.0,0.5,1.0,200,draw,0,0,0,0
7.0,21.0,0.3333333333333333,1.26,1.7500000000000002,0.0,1.0,0.735,2.205,0.1,0.1,-240.0,0.5,1.0,201,home,0,0,1,0
